Normal Train SISNR,Normal Test SISNR,Normal Train CL Loss,Normal-few Train SISNR,Normal-few Test SISNR,Normal-few Train CL Loss,SimSiam Train SISNR,SimSiam Test SISNR,SimSiam Train CL Loss,SimSiam-few Train SISNR,SimSiam-few Test SISNR,SimSiam-few Train CL Loss,SimSiam-pretrain Train SISNR,SimSiam-pretrain Test SISNR,SimSiam-pretrain Train CL Loss,SimSiam-round Train SISNR,SimSiam-round Test SISNR,SimSiam-round Train CL Loss
0.388353677,2.015331846,-0.367604366,1.812790836,1.033858949,-0.457505226,6.344,6.882,-0.973,8.085027956,4.904247334,-0.950299842,9.893167704,8.698389602,-0.421303481,9.4471457,8.339036711,-0.958526686
0.320654615,1.977054898,-0.367605723,1.870871627,0.899285557,-0.461284146,6.401,7.097,-0.974,8.202639949,5.162551589,-0.950594741,9.820044816,8.604256074,-0.417175731,9.440995693,8.41946067,-0.959515531
0.415599518,1.98445072,-0.370831748,1.944858082,0.939997968,-0.464397951,6.511,7.052,-0.973,8.11930618,5.169529386,-0.949390154,10.02955905,8.508877476,-0.415654477,9.435850412,8.304896331,-0.95982427
0.415604386,1.727642559,-0.37057028,1.800297772,0.900409622,-0.459213021,6.537,6.9,-0.973,8.168289,5.25264056,-0.949790832,9.981743932,8.937079104,-0.408632388,9.301279038,8.499619937,-0.960139623
0.42203543,1.80334662,-0.36894696,1.849004461,0.964762866,-0.460660196,6.575,7.065,-0.974,8.296785401,5.213256765,-0.950459882,9.939812362,8.312334069,-0.408855749,9.499234647,8.275647052,-0.96039265
0.488892703,1.945189387,-0.371004184,2.009124614,0.890695792,-0.467968907,6.482,6.973,-0.973,8.316869966,5.147024205,-0.950896392,9.961674809,8.60451142,-0.405273925,9.512541145,8.531045143,-0.960942132
0.451202741,1.95885525,-0.36547769,1.886204962,1.109470207,-0.463342407,6.458,7.048,-0.974,8.332509348,5.076271735,-0.950194813,10.00206217,8.665824763,-0.403980983,9.353867084,8.524339954,-0.961201724
0.494842464,1.793469808,-0.3678817,1.877071481,1.108366464,-0.461727927,6.506,7.012,-0.974,8.282214949,5.291213306,-0.94993375,10.15345493,8.804455352,-0.409208369,9.382855386,8.648581616,-0.960848531
0.473621329,1.970830011,-0.36518294,1.92151927,1.058466111,-0.463439961,6.566,7.051,-0.974,8.347540609,5.26180554,-0.950478706,10.10771897,8.777916169,-0.402024589,9.426004589,8.499415024,-0.962610696
0.514924685,1.960264113,-0.369348688,2.011877633,1.084750527,-0.466159932,6.65,6.929,-0.974,8.310961739,5.293698546,-0.94981241,10.20348585,8.578636448,-0.405359467,9.318147898,8.344380339,-0.962019142
0.616528386,1.926322181,-0.370758558,1.96867586,1.112554559,-0.465229069,6.687,6.732,-0.975,8.306310669,5.169290701,-0.949048221,10.23722765,8.727888513,-0.411373124,9.4244546,8.538124069,-0.961785186
0.471272196,1.860842646,-0.361336704,1.950476527,0.923533361,-0.464583444,6.574,6.959,-0.974,8.347163708,4.990102394,-0.949305279,10.21152183,8.568979796,-0.406371398,9.564923167,8.401029213,-0.96233896
0.537627485,1.938194694,-0.368171069,1.851009911,1.093143681,-0.461818582,6.743,6.883,-0.975,8.378608919,5.357953211,-0.948417016,10.27292478,8.959523646,-0.397289823,9.439617544,8.362059768,-0.962815072
0.53069554,2.034564455,-0.370264516,1.875224027,1.05548869,-0.462175048,6.741,6.829,-0.975,8.405107975,5.235958993,-0.948398054,10.23728868,8.608390164,-0.395199814,9.501151979,8.432718309,-0.96309269
0.613720316,2.041232157,-0.369986836,2.020974613,1.132950473,-0.466773548,6.736,7.124,-0.974,8.430416215,5.01741509,-0.948763447,10.11480924,9.132871262,-0.396871876,9.551082581,8.230886078,-0.963074667
0.616132418,2.030068942,-0.369333365,2.009196739,1.145582693,-0.468762107,6.605,6.969,-0.974,8.367416643,5.029919488,-0.947760859,10.30789274,8.776181261,-0.400587722,9.453279078,8.471549042,-0.963099165
0.580888967,2.093212708,-0.366738195,1.98853948,1.062468925,-0.46779756,6.651,7.066,-0.974,8.487933728,5.296768257,-0.94941552,10.37062675,9.074312655,-0.392476354,9.438618183,8.293211508,-0.962937107
0.576838591,2.055822043,-0.365756365,2.043584708,1.104662599,-0.471332049,6.736,6.976,-0.974,8.468397356,5.029714635,-0.948040828,10.39449191,8.761333251,-0.39540791,9.483749837,8.418903772,-0.963794526
0.540649023,1.970780973,-0.365928275,2.052398113,1.03966337,-0.469314227,6.692,6.949,-0.975,8.469425201,5.196047485,-0.947484689,10.4931747,8.778196136,-0.392651538,9.296911865,8.443280562,-0.964011593
0.684109196,2.119980506,-0.372167232,2.050238286,1.147796359,-0.467605196,6.742,6.914,-0.975,8.528426386,5.192085639,-0.947392777,10.40647647,8.972464736,-0.387105674,9.464824826,8.313132548,-0.964344362
0.586911189,2.183352257,-0.365821545,2.174695734,1.175611148,-0.473287244,6.721,6.989,-0.975,8.585770022,5.336656198,-0.946962943,10.42245281,9.098728776,-0.388628416,9.419527292,8.389462296,-0.964406498
0.594232081,2.043419742,-0.366289644,2.123483477,1.034436074,-0.471946811,6.649,7.099,-0.975,8.52839916,5.295793185,-0.946453273,10.43370983,8.657915584,-0.395575524,9.466042459,8.80547603,-0.96453204
0.706985997,2.128450798,-0.370278965,2.165270613,1.167888148,-0.472374844,6.792,7.023,-0.975,8.552066865,5.170833208,-0.946717001,10.54778615,8.865441791,-0.384487012,9.453722298,8.296169209,-0.964253394
0.744886163,2.110043494,-0.371599811,2.151083385,1.147702216,-0.474009756,6.819,6.816,-0.975,8.689450264,5.007118365,-0.945729273,10.54422402,9.273481901,-0.386043042,9.398477942,8.535293674,-0.964004859
0.802971974,2.193342718,-0.371196246,2.123506311,1.192445383,-0.473512213,6.769,6.977,-0.975,8.594982424,5.124332005,-0.945285178,10.58005184,8.664829413,-0.390503871,9.405488521,8.37195878,-0.964961765
0.677552285,1.95899216,-0.36775741,2.233831709,1.167515159,-0.475144132,6.867,7.191,-0.975,8.555080983,5.196477534,-0.944898948,10.48671877,8.866547338,-0.387669452,9.403169066,8.620789599,-0.964327287
0.860478877,2.079327358,-0.37111866,2.123372916,1.141174728,-0.473740717,6.868,7.099,-0.974,8.680933122,5.344192192,-0.945583032,10.57911515,8.802297107,-0.388542665,9.481205583,8.715214403,-0.964893727
0.788329412,2.12676013,-0.368435514,2.269535757,1.187520253,-0.481686512,6.75,6.978,-0.975,8.573517846,5.387194926,-0.94591633,10.51919946,8.831923636,-0.38276844,9.495157927,8.611988433,-0.964765351
0.838366753,2.067945609,-0.369015004,2.308627486,1.210126343,-0.479632048,6.936,7.031,-0.975,8.599230489,5.147248026,-0.945210657,10.75781643,9.128991699,-0.389395506,9.43602702,8.326278313,-0.964561081
0.815154277,2.133499659,-0.368946705,2.205889287,1.212143952,-0.476487832,6.916,7.024,-0.975,8.78073194,5.384316264,-0.94518411,10.64851722,9.053370738,-0.383476458,9.419128776,8.473368303,-0.964651713
0.851607013,1.801766997,-0.370017986,2.219716657,1.149648664,-0.472985258,6.902,7.034,-0.975,8.690138386,5.177515091,-0.94540317,10.72281376,8.698629634,-0.381458011,9.531571537,8.261108239,-0.965190092
0.711708905,2.060886015,-0.364264347,2.230594966,1.186302151,-0.473989742,6.968,7.138,-0.975,8.805772043,5.443054736,-0.9449512,10.70937222,8.987472034,-0.375192559,9.555122077,8.369854021,-0.96440584
0.8217322,2.156258084,-0.3678076,2.3576441,1.227873231,-0.483724067,6.922,7.026,-0.975,8.725395572,5.230632739,-0.944728855,10.81050119,8.998192946,-0.378162255,4.191490005,6.65321211,-0.543846706
0.928775821,2.162605624,-0.373904727,2.350288064,1.3738726,-0.481975229,7.015,7.034,-0.975,8.717695759,5.133068254,-0.945560853,10.75130937,8.620948672,-0.376450124,8.531732783,8.255758166,-0.439429581
0.901724314,2.216580676,-0.370365873,2.550811202,1.253597333,-0.489886384,6.929,7.238,-0.975,8.829585537,5.154973289,-0.946713103,10.71413189,8.932856083,-0.37614193,9.061797023,8.647886976,-0.434063081
0.897396172,2.343865288,-0.373084823,2.358754981,1.423236165,-0.481472785,6.924,7.037,-0.975,8.817364016,5.316958984,-0.946620149,10.83440134,9.435112842,-0.379619226,9.367073119,8.295440555,-0.425351385
1.015058447,2.219531043,-0.37399743,2.486037131,1.443023115,-0.493288647,7.053,7.047,-0.975,8.80560395,5.125927089,-0.947030792,10.82541347,9.23703293,-0.377208312,9.494255185,8.758341241,-0.414517644
0.85268481,2.2051145,-0.370121029,2.528194085,1.357300493,-0.488353294,7.057,6.854,-0.975,8.800887477,5.220670564,-0.947879299,10.78265306,9.105750322,-0.379462115,9.48688066,8.28513635,-0.399120179
0.880874562,2.133523257,-0.368523445,2.589941813,1.471462526,-0.493438686,7.058,7.045,-0.975,8.848873292,5.419424962,-0.949195993,10.75198451,8.879970765,-0.372884017,9.491017699,8.381440822,-0.390745525
1.077755616,2.051284412,-0.375489058,2.624241394,1.375701091,-0.498590892,7.04,6.941,-0.974,8.856543018,5.315717597,-0.949394395,10.88414872,9.487640142,-0.378458487,9.553953141,8.525150553,-0.385093567
0.946487139,2.32680492,-0.371258619,2.554188671,1.419848935,-0.492881204,7.018,7.318,-0.974,8.850220219,5.158716176,-0.950294533,10.96382824,8.847838283,-0.376719363,9.515922874,8.635588376,-0.381726539
1.023760443,2.380831997,-0.370501946,2.650095905,1.507148181,-0.495805529,7.054,6.918,-0.974,8.895078075,5.13061353,-0.951627072,10.8658973,9.289200584,-0.375171127,9.682025999,8.844244631,-0.382628852
0.952257977,2.300385579,-0.369266913,2.662018165,1.4646788,-0.496644915,7.173,7.076,-0.974,8.827433986,5.432866486,-0.9505655,10.97745219,9.150154217,-0.376683693,9.724861145,8.899492137,-0.380437784
0.976445243,2.201506474,-0.366775427,2.722271396,1.488703213,-0.501335595,7.115,7.171,-0.974,8.932157332,5.269749336,-0.951880778,10.99554241,8.715344826,-0.37710964,9.655798584,8.511602751,-0.373848335
1.008062196,2.455410601,-0.370634477,2.843601188,1.422502365,-0.504640028,7.247,7.349,-0.974,8.884321551,5.239135297,-0.953546207,11.06339946,9.138375171,-0.381830081,9.675651044,8.527903199,-0.374473821
1.070962422,2.236550286,-0.374069924,2.867645225,1.448969823,-0.501667992,7.079,7.26,-0.973,8.902563833,5.253384404,-0.95408336,11.02469969,8.846869993,-0.381194361,9.679284394,8.637508003,-0.371725336
1.200470775,2.425500643,-0.376097872,2.93003736,1.612956053,-0.509736425,7.292,7.369,-0.974,8.900921391,5.289115882,-0.953272227,10.97077596,8.888279295,-0.380506568,9.71391806,8.626971753,-0.372978934
1.190761774,2.251173979,-0.374598958,2.90781421,1.661423274,-0.507967675,7.265,7.328,-0.974,9.007429923,5.425751787,-0.954082281,11.05932462,9.083820907,-0.378946921,9.889423281,8.531774656,-0.374803998
1.183912011,2.534817915,-0.376196396,3.059314205,1.649669418,-0.514640363,7.303,7.364,-0.974,8.9255017,5.050837181,-0.954701233,10.93363661,9.048492734,-0.385947267,9.852155715,8.179758684,-0.374020456
1.141182396,2.382024294,-0.372750788,2.998520751,1.449036217,-0.513864534,7.211,7.096,-0.974,8.860109206,5.120010881,-0.953976293,11.1781739,9.017838979,-0.383415417,9.947976857,8.785415037,-0.378200205
1.085324802,2.288105429,-0.369817083,3.040140567,1.632980337,-0.511950621,7.268,7.094,-0.974,8.947564771,5.303049838,-0.954155793,11.10727599,8.890422201,-0.374131108,9.864291966,9.013818852,-0.374608801
1.389458068,2.368165413,-0.377664353,2.975288107,1.820282377,-0.510331148,7.222,7.27,-0.973,8.943641939,5.200952284,-0.95537049,11.02930221,9.170815571,-0.366770555,9.922275126,8.771496685,-0.376954733
1.2766055,2.291081945,-0.375467064,3.209453006,1.756410667,-0.52376193,7.18,7.277,-0.972,8.971871899,5.101961231,-0.955273138,10.97977409,8.962766838,-0.367955755,10.05954707,8.834047572,-0.38261895
1.248181071,2.421144528,-0.375405276,3.258100617,1.851650496,-0.522559061,7.181,7.272,-0.972,9.081046689,5.095249956,-0.956002893,11.04493728,8.846341769,-0.366780905,9.925391525,8.671584193,-0.377304574
1.324685001,2.394230135,-0.375829937,3.28547077,1.860059692,-0.521194175,7.356,7.476,-0.972,8.999173718,5.049419235,-0.955265645,11.10018957,9.051294994,-0.36418322,10.13859439,8.497413079,-0.381037865
1.280876847,2.535766002,-0.375482695,3.211096925,1.906926716,-0.517509437,7.386,7.296,-0.973,9.14760768,5.355718646,-0.956006762,11.19109356,9.110124596,-0.368558321,10.15320811,8.675049583,-0.383280083
1.218070373,2.439242771,-0.378914599,3.428781294,1.749597965,-0.526981535,7.31,7.238,-0.973,9.123582286,5.214989891,-0.955727568,11.25252235,9.062177563,-0.370786284,10.11365193,8.599311344,-0.380451769
1.398462083,2.527448001,-0.379506679,3.47931918,1.9970145,-0.527016122,7.418,7.47,-0.972,9.143426711,5.322332814,-0.957076813,11.20667619,9.189632805,-0.368146569,10.1570093,8.775580708,-0.381201686
1.507632006,2.564534177,-0.383940784,3.456215466,1.945147329,-0.530084186,7.405,7.543,-0.972,9.039797967,5.160553301,-0.955473546,11.17590022,9.336445125,-0.365723305,10.1568453,8.694801283,-0.385603684
1.5492808,2.507983433,-0.379601547,3.437444625,2.218664503,-0.529339531,7.43,7.378,-0.972,9.166354395,5.286152128,-0.955184744,11.22158724,9.139277927,-0.370340767,10.19682348,9.165171417,-0.383932277
1.459977815,2.426030187,-0.381203783,3.76247093,1.980821182,-0.540186663,7.44,7.358,-0.972,9.115682248,5.139104903,-0.956894819,11.21050087,9.226738095,-0.36828422,10.17853832,8.844926413,-0.382055105
1.371859542,2.557782383,-0.379574263,3.658636931,2.133505081,-0.537433157,7.337,7.314,-0.971,9.170090398,5.25228221,-0.956363232,11.28062603,8.965188559,-0.369084563,10.12943962,8.635686898,-0.382234684
1.459857993,2.242998337,-0.382367244,3.887612835,2.155091252,-0.543331217,7.461,7.289,-0.971,9.179252378,5.567466272,-0.956127815,11.25678033,8.892137186,-0.370664858,10.16684946,8.544124254,-0.382111172
1.537906164,2.632210702,-0.384310821,3.797287426,2.124807247,-0.54348607,7.607,7.384,-0.971,9.155595379,5.334625041,-0.956792726,11.29774129,9.224332237,-0.37233185,10.22221702,8.889801486,-0.3792417
1.535079094,2.318065052,-0.38021185,3.915286403,2.314247345,-0.544625682,7.511,7.43,-0.972,9.186104036,5.175413936,-0.955756897,11.43403506,8.958750947,-0.36744465,10.29381117,8.994494232,-0.383560756
1.502917591,2.592682021,-0.385785025,3.849025988,2.438145875,-0.545739028,7.492,7.558,-0.971,9.222642991,5.36001409,-0.955904622,11.31929639,9.36433111,-0.357390397,10.36345848,8.771223227,-0.386062507
1.493748153,2.712272005,-0.383753161,4.087770608,2.332157436,-0.548898383,7.637,7.288,-0.971,9.279580455,5.092467166,-0.955712301,11.32930377,8.905132516,-0.369081517,10.35400903,8.613574616,-0.385053654
1.583046835,2.839217683,-0.388637989,3.915380063,2.10972369,-0.546197422,7.645,7.603,-0.971,9.294723203,5.099066216,-0.95759482,11.34749079,8.993069895,-0.37230948,10.40020245,9.084784849,-0.378212354
1.665660746,2.775243475,-0.389875078,4.153577505,2.465814525,-0.553265102,7.612,7.492,-0.972,9.269981969,5.351254558,-0.956792762,11.38143009,9.35289704,-0.364319625,10.39087236,9.138310695,-0.384628228
1.643813614,2.613714083,-0.389042869,4.076720891,2.467249593,-0.54870795,7.591,7.529,-0.971,9.36331549,5.667506067,-0.957023773,11.38022143,8.825322525,-0.370213884,10.41688552,8.913195682,-0.380723085
1.681195362,2.768691425,-0.389973653,4.27731594,2.546133309,-0.553054498,7.698,7.446,-0.971,9.39500215,5.055385396,-0.956551552,11.46724916,9.551569287,-0.364649377,10.42215312,9.089998714,-0.383029223
1.821701001,2.807171191,-0.394367347,4.165245656,2.540237949,-0.551926101,7.603,7.485,-0.97,9.327509819,5.198147323,-0.956211521,11.54927802,9.317258898,-0.363026753,10.48049253,8.694935687,-0.377948326
2.01845865,2.986336132,-0.398177093,4.538671217,2.771511754,-0.553924453,7.765,7.416,-0.97,9.352478273,5.346534314,-0.956134825,11.45400912,8.985190034,-0.363306784,10.55132642,8.944894091,-0.381759477
1.803733617,2.692870715,-0.39634103,4.526536734,2.533031764,-0.561409991,7.694,7.697,-0.971,9.423758876,5.438609755,-0.956821401,11.53394508,8.673733409,-0.368463447,10.53880411,9.122891267,-0.379195706
1.641520526,2.977754001,-0.396379869,4.52997483,2.733579886,-0.564626194,7.748,7.337,-0.971,9.409972622,5.492883425,-0.957525478,11.53729516,9.297660613,-0.365257666,10.57031965,8.683021037,-0.38393633
1.869424704,3.009326275,-0.397174331,4.57941223,2.621781198,-0.562268655,7.737,7.571,-0.971,9.345030108,5.342122018,-0.956981019,11.54730394,9.158138529,-0.365111585,10.57738787,9.239945912,-0.386520225
1.949447116,2.917691443,-0.399948314,4.651932593,2.828321745,-0.564234238,7.759,7.448,-0.97,9.292572544,5.307301125,-0.954528516,11.43050566,9.070634953,-0.370825949,10.45814687,8.923098516,-0.38307525
1.942536544,3.102699018,-0.399463158,4.703750264,2.72922494,-0.564317236,7.771,7.741,-0.971,9.397671853,5.541252455,-0.9549608,11.51521868,8.844382461,-0.363617701,10.71054652,8.854492164,-0.388864175
2.062722888,3.036881576,-0.40351365,4.567661747,2.860519322,-0.560859451,7.791,7.627,-0.971,9.342304722,5.306864749,-0.955316572,11.51241463,9.410189525,-0.362009972,10.72425473,9.062890879,-0.384406825
2.218216963,3.137902402,-0.405592813,4.561652214,2.804380526,-0.564318172,7.703,7.502,-0.97,9.432792233,5.25433833,-0.955203599,11.50407383,8.920998279,-0.36411161,10.61710033,9.232329917,-0.378656929
2.131109536,2.972059005,-0.403069946,4.76918279,3.090059583,-0.564535531,7.818,7.598,-0.97,9.427831588,5.230577528,-0.955139635,11.60645318,9.100269755,-0.366525448,10.69407374,9.146395214,-0.382401021
2.2433163,3.28743709,-0.406630238,4.825300447,2.839783538,-0.56927631,7.796,7.589,-0.97,9.550113555,5.592652557,-0.955787151,11.58137763,8.940546608,-0.367365364,10.85233775,9.505319031,-0.384601155
2.191731751,3.302000582,-0.405949211,4.516576636,2.68323023,-0.568553561,7.849,7.662,-0.97,9.528303546,5.452561883,-0.956352678,11.66762069,9.345382476,-0.370235646,10.06767747,9.026758067,-0.633358148
2.170796737,3.081942721,-0.404380339,4.971441777,3.064203304,-0.569637266,7.904,7.708,-0.97,9.552626641,5.593566444,-0.957139269,11.67194852,9.204552881,-0.375360259,10.82830915,8.925560308,-0.82231826
2.443229236,3.176072641,-0.415836216,4.894993344,2.982380611,-0.567644673,7.992,7.817,-0.97,9.485699377,5.21274301,-0.956708516,11.58508465,8.973761376,-0.372552697,10.88277251,9.321432137,-0.880371843
2.281653896,3.130489012,-0.407746677,4.875456764,2.999492319,-0.567599318,7.902,7.859,-0.97,9.673756015,5.545480531,-0.956433556,11.60699785,8.826462086,-0.361309087,10.9798989,9.189815982,-0.908062411
2.311675549,3.210254733,-0.411812684,5.140843099,3.012436175,-0.575196891,7.924,7.844,-0.969,9.488388185,5.38986744,-0.955511524,11.69467646,8.95152204,-0.359906301,11.04723835,9.087152831,-0.924597858
2.516775347,3.448432905,-0.419626408,5.09194351,3.188498712,-0.57460659,8.006,7.766,-0.969,9.52445867,5.30060577,-0.95414924,11.63752928,9.295128179,-0.358919461,10.97815466,9.190236346,-0.933379762
2.5729893,3.358537162,-0.418530182,5.097026502,3.205378674,-0.576458931,7.902,7.786,-0.969,9.61393827,5.537368283,-0.956020109,11.73085389,8.614435554,-0.370836751,10.96506006,9.14691542,-0.941388024
2.596260615,3.440026486,-0.420388019,4.91989428,2.960062929,-0.578549083,8.087,7.632,-0.97,9.667602478,5.143182779,-0.955769977,11.83320019,8.938638997,-0.367922226,10.9044688,9.068811131,-0.946098888
2.450547803,3.458505287,-0.421638128,4.845433774,3.25434697,-0.577368752,7.979,7.661,-0.97,9.653094107,5.262880811,-0.953428607,11.69376907,8.492063578,-0.372458742,10.95621511,9.215943615,-0.949514717
2.722587559,3.516149052,-0.425040022,5.284808436,3.176351331,-0.573625153,8.058,7.789,-0.969,9.680812282,5.294534424,-0.955558323,11.68829367,9.205017495,-0.368326433,10.90022188,9.324503883,-0.951768028
2.812743343,3.514835926,-0.428040132,5.309239372,3.122121794,-0.57639992,8.007,7.949,-0.969,9.7798006,5.61882069,-0.955480612,11.86251187,9.020468807,-0.372980793,10.96555638,9.122903164,-0.954285564
2.766003773,3.494896732,-0.429031478,5.03102957,3.15967635,-0.574978473,7.978,7.777,-0.969,9.683820601,5.447197178,-0.954460336,11.79459098,9.413367836,-0.364405338,10.95795143,9.173556439,-0.955097301
2.857708208,3.625919849,-0.431762211,5.583413678,3.175480317,-0.57783482,7.902,7.646,-0.97,9.742552419,5.535663389,-0.955420809,11.80738145,9.062203741,-0.371217523,10.93550488,9.11408325,-0.956017509
2.864690498,3.741624145,-0.429656461,5.530130879,3.329493089,-0.583163796,8.052,7.973,-0.97,9.764795642,5.539041299,-0.955080067,11.8004908,9.373685853,-0.373734618,10.90866861,9.09791011,-0.955522114
2.918802716,3.42500602,-0.433071894,5.482090704,3.594181133,-0.58030668,8.051,7.89,-0.969,9.756492461,5.376132265,-0.955862401,11.73756543,9.065634259,-0.369491334,10.86722678,9.264660025,-0.955879934
2.918346435,3.441934617,-0.434877677,5.364338152,3.149078615,-0.580529157,8.117,7.912,-0.97,9.682958726,5.075894934,-0.954618958,11.78249902,9.093965292,-0.370515237,10.98598212,9.226572347,-0.95695929
2.734333804,3.40310849,-0.436425669,5.732990726,3.473522385,-0.584426276,8.05,7.727,-0.969,9.713937852,5.260572683,-0.954776106,11.89026856,9.178502806,-0.370579935,10.96007183,9.070408567,-0.958272949
2.984133348,3.667753738,-0.442865435,5.780852672,3.478841436,-0.580210551,8.13,8.17,-0.97,9.881520733,5.453712005,-0.954324459,11.78053731,9.033288209,-0.355222287,10.97031248,9.097148331,-0.95896876
3.09570796,3.85235095,-0.445252335,5.779889461,3.475127686,-0.585687937,8.075,7.733,-0.969,9.84377375,5.57425691,-0.954419686,11.83973411,9.321357838,-0.36284232,10.92389295,8.981625326,-0.95854542
3.234907568,3.868325365,-0.448053432,5.771512001,3.499629555,-0.586289375,8.105,7.923,-0.969,9.692151777,5.74395371,-0.95278799,11.83118519,8.852243892,-0.370703661,10.83927122,9.102434349,-0.958678886
3.183445267,3.882403469,-0.450623298,5.475980013,3.632648457,-0.582804816,8.051,7.726,-0.969,9.794232922,5.696931398,-0.953880206,11.83696336,8.399881482,-0.358079897,10.95967087,9.175952307,-0.959213885
3.315694898,3.823619461,-0.452930926,5.937760368,3.565607553,-0.58479426,8.196,8.05,-0.969,9.87954715,5.380270576,-0.954603885,11.86112472,9.059196989,-0.360583046,10.78292981,8.909115664,-0.959232692
3.187571682,4.17644097,-0.444407962,6.028855631,3.41116169,-0.588490834,8.133,8.047,-0.969,9.773906062,5.411867373,-0.952713838,11.79979908,8.624686106,-0.360212209,11.01511952,9.094409792,-0.959233006
3.406899825,3.95734721,-0.45656647,6.129823423,3.595768787,-0.588338813,8.121,7.974,-0.968,9.936156704,5.702571189,-0.954646112,11.96538761,9.325373642,-0.369473017,10.95782447,8.817868869,-0.960236607
3.332694776,4.155904071,-0.456693299,6.063033581,3.585451542,-0.591399352,8.252,8.25,-0.969,9.947931966,5.500157688,-0.955063416,11.88052383,9.087082291,-0.360862432,10.93173149,9.284452923,-0.960169436
3.389055684,4.042995842,-0.45518624,5.975345442,3.484007936,-0.583577462,8.135,7.842,-0.967,9.845530695,5.397228051,-0.954092795,11.80504853,8.71152389,-0.359772667,10.95123926,9.067259868,-0.960423501
3.534203507,3.971044823,-0.464729314,6.010683844,3.601429977,-0.586051226,8.244,7.898,-0.967,10.02982373,5.620202988,-0.953650498,11.91072255,9.200970443,-0.358015834,10.92170256,9.120978602,-0.960906412
3.346901491,4.177874756,-0.458517749,6.117954162,3.571323108,-0.58672994,8.161,7.948,-0.967,10.01357026,5.587591659,-0.952703999,11.9289152,8.793152777,-0.358891562,11.02244568,8.909712768,-0.961211313
3.647296682,4.190634525,-0.466211534,6.120608268,3.655644163,-0.59249021,8.283,8.101,-0.967,10.02452324,5.47152725,-0.953292468,11.88074932,9.226083589,-0.360465914,10.95666209,9.108868774,-0.960955253
3.65875788,4.393007497,-0.469869941,6.174834621,3.748360479,-0.586312271,8.251,8.011,-0.968,10.01330394,5.608199036,-0.953534176,11.82887506,9.28454984,-0.351856431,11.01251459,9.061750348,-0.961635103
3.693589032,4.34148161,-0.469416694,6.289380427,3.761594832,-0.593790249,8.213,7.965,-0.968,10.08202147,5.58399469,-0.953559585,11.92952669,8.674042614,-0.357225483,10.96383449,8.765808781,-0.961634725
3.794031471,4.498578437,-0.472472901,6.235078627,3.584292811,-0.59113063,8.222,7.943,-0.968,10.04445264,5.517645859,-0.953697353,11.89079842,8.914417521,-0.355996923,10.97827816,8.923433399,-0.961796394
3.810146034,4.212624188,-0.477553136,6.391642048,3.970850651,-0.589570659,8.248,7.868,-0.967,10.06843025,5.558332492,-0.954566308,11.91963556,8.893243996,-0.359483439,11.03393617,8.87634062,-0.961478192
3.904082432,4.701802921,-0.478276127,6.419857117,3.672447168,-0.588677229,8.318,7.996,-0.967,9.98968472,5.527478883,-0.953771845,11.95569572,9.073675235,-0.347522324,10.97475216,9.103943451,-0.961539477
3.830830671,4.457036507,-0.472181414,6.53388471,3.692563283,-0.593069986,8.345,8.204,-0.968,10.10510614,5.557223767,-0.952442586,11.92390397,8.809374793,-0.358623161,11.17242643,8.959965849,-0.962065104
3.916774139,4.57696594,-0.474146512,6.471741907,3.781116572,-0.591592373,8.46,7.932,-0.968,10.08071146,5.517911958,-0.953766652,12.0857459,9.137588565,-0.35410116,11.00797933,9.095917296,-0.962296186
4.001694106,4.595424112,-0.480920274,6.484259528,3.640371704,-0.593976819,8.361,8.008,-0.968,10.04497282,5.723447626,-0.954078647,12.05673108,8.893715143,-0.356704007,10.97034663,9.186116242,-0.962456472
3.964003593,4.573333693,-0.480048841,6.331300505,3.831518087,-0.587737026,8.356,8.026,-0.968,10.0541579,5.695344245,-0.954593174,12.01087111,8.794284995,-0.362637823,10.99702933,9.150457803,-0.961628672
4.071461216,4.592385892,-0.479738166,6.557477459,3.93710462,-0.590493916,8.347,7.815,-0.967,10.04698999,5.74025717,-0.95386926,12.02862501,8.84885993,-0.349513941,11.10176489,8.951614221,-0.96251666
4.100883707,4.692607355,-0.485487399,6.620533805,3.767599607,-0.593923057,8.349,8.171,-0.968,10.05517673,5.533093976,-0.954258484,12.03084406,9.37255342,-0.348143945,11.00709036,9.100071748,-0.962439563
4.207035966,4.723584588,-0.487980101,6.54460061,3.747519122,-0.587658819,8.324,8.068,-0.967,10.04208359,5.546318222,-0.952835885,12.03640088,9.270333266,-0.351435035,11.08141449,9.177603539,-0.962744812
4.210628338,4.914537704,-0.491700604,6.809828851,3.941551875,-0.591480201,8.363,8.211,-0.968,10.06528233,5.85691563,-0.952196794,12.06725934,9.072774792,-0.353719703,11.03820312,9.057950306,-0.962696254
4.313372806,4.820200034,-0.491724867,6.754454828,3.68683511,-0.589579048,8.401,8.104,-0.968,10.25123762,5.348972436,-0.953578509,12.09868467,8.916186571,-0.354495056,11.1166862,8.867188605,-0.962996395
4.348750681,4.98724486,-0.494720649,6.584173079,3.787815943,-0.58929577,8.374,8.168,-0.967,10.10191831,5.366961047,-0.953191736,12.23610309,9.246484073,-0.353166231,11.02959964,8.86948514,-0.96286398
4.387450427,4.84014132,-0.499088065,6.578626479,3.91182306,-0.59002127,8.411,8.055,-0.968,10.18789537,5.805235967,-0.952381588,12.09942022,9.441300845,-0.356820202,11.01808852,9.104571756,-0.962615486
