Normal Train SISNR,Normal Test SISNR,Normal Train CL Loss,Normal-few Train SISNR,Normal-few Test SISNR,Normal-few Train CL Loss,SimSiam Train SISNR,SimSiam Test SISNR,SimSiam Train CL Loss,SimSiam-few Train SISNR,SimSiam-few Test SISNR,SimSiam-few Train CL Loss,SimSiam-pretrain Train SISNR,SimSiam-pretrain Test SISNR,SimSiam-pretrain Train CL Loss,SimSiam-round Train SISNR,SimSiam-round Test SISNR,SimSiam-round Train CL Loss
4.548911646,4.873770773,-0.504522515,6.629481469,4.136941799,-0.591335293,8.388,8.095,-0.968,10.18770018,5.576116746,-0.952551899,12.05783254,9.208657463,-0.352205571,11.09216401,8.948091372,-0.962638607
4.375304207,5.013418019,-0.502151915,6.834205474,3.80698121,-0.591120645,8.392,8.113,-0.967,10.2972182,5.703955734,-0.950638923,12.16438255,8.906263598,-0.353243639,11.15628764,9.039710387,-0.962714693
4.431894533,4.944292418,-0.50072717,6.75937225,3.795905307,-0.58921774,8.433,8.048,-0.967,10.26016731,5.627414213,-0.949417664,12.11643037,8.818954865,-0.348093627,11.11756572,8.951172058,-0.963355461
4.425459981,5.220621101,-0.496994662,6.637798263,3.876484758,-0.588462701,8.492,7.999,-0.967,10.28213215,5.859237615,-0.951343721,12.24908951,9.270237994,-0.351412761,11.16636917,8.928423937,-0.963607358
4.579850376,5.090452647,-0.504092242,6.918096512,3.902360474,-0.589234821,8.5,8.302,-0.966,10.223042,5.389310686,-0.950449457,12.16026735,8.873935509,-0.361040335,11.0934076,9.069890189,-0.963651681
4.631707251,5.081063827,-0.5080919,6.364097734,3.729606279,-0.590962919,8.527,8.129,-0.967,10.26840678,5.582574455,-0.950207289,12.16063038,9.137863477,-0.360599636,3.442146877,6.988587077,-0.545294029
4.706942327,5.150047557,-0.5102002,6.577317222,3.938572525,-0.586787949,8.498,8.188,-0.967,10.26943813,5.494306128,-0.951165784,12.18936974,9.191038489,-0.350415107,8.865145519,8.908861081,-0.381980871
4.566578612,5.172420295,-0.502718863,6.858351031,3.729539608,-0.589296818,8.581,8.181,-0.967,10.29279103,5.661569009,-0.95156427,12.24982896,9.003147451,-0.353848388,10.41159433,9.190394211,-0.349369298
4.782037109,5.130613518,-0.50413894,6.856936839,4.021339111,-0.585479684,8.55,8.17,-0.967,10.43673946,5.755630895,-0.952323948,12.17507938,8.909987601,-0.35822555,10.72471732,9.349420341,-0.338915819
4.748242706,5.251452275,-0.509072899,6.884920828,4.032946788,-0.583709121,8.529,8.234,-0.966,10.35305297,5.683986429,-0.952178917,12.17774072,9.056537461,-0.352949732,10.7466214,9.029931172,-0.333101194
4.747600034,5.277376461,-0.50737312,6.801431825,3.937284482,-0.586112974,8.521,8.385,-0.967,10.26763258,5.541704008,-0.952001133,12.15261269,8.842506798,-0.348862411,10.89698932,9.501904265,-0.335852804
4.77895692,5.231618186,-0.505074295,6.98999248,3.890626202,-0.579373579,8.555,8.324,-0.967,10.32340902,5.323692642,-0.951703693,12.18230352,8.762262575,-0.351105294,10.95478424,9.128857048,-0.344390943
4.875368208,5.350279101,-0.512265834,7.038692428,4.073067319,-0.578658719,8.558,8.16,-0.967,10.30353909,5.619984843,-0.951155359,12.28378168,8.970488326,-0.351025785,10.8295739,8.897231762,-0.34272199
4.933837369,5.428722596,-0.518336051,7.023219816,3.801710699,-0.589113509,8.567,8.188,-0.967,10.33134756,5.666765802,-0.952017388,12.22194731,9.347910881,-0.356853392,10.97787365,9.138472374,-0.345085946
4.974170998,5.318431505,-0.51685067,6.940567893,4.1806877,-0.585299219,8.531,8.215,-0.966,10.39183183,5.493972426,-0.952360705,12.23175976,8.921800931,-0.353340266,10.95095301,9.167075221,-0.350237163
4.965897977,5.475549761,-0.518472222,7.069596506,3.877538345,-0.587221171,8.577,7.862,-0.966,10.30564247,5.50597926,-0.951796326,12.33085048,8.988250136,-0.354238769,10.95263484,9.130509655,-0.355611207
5.051351368,5.443650452,-0.519803788,6.989735065,3.985158872,-0.582317291,8.597,8.139,-0.966,10.43480181,5.689859139,-0.951206186,12.35904425,8.895075544,-0.354481047,11.01691529,9.212598944,-0.360053175
5.040834039,5.259172614,-0.516502529,7.242382911,4.017919181,-0.583184811,8.573,8.14,-0.967,10.47161118,5.683740383,-0.951001788,12.23946342,9.185491188,-0.355309295,11.05396327,8.650295528,-0.361382496
5.06607233,5.422866881,-0.519431452,7.182100742,4.066877496,-0.581225345,8.563,8.23,-0.966,10.44203257,5.534600178,-0.950205566,12.25245869,9.004746199,-0.352690515,11.09385175,9.020005663,-0.367163089
5.137086257,5.54919579,-0.522648224,7.171633951,4.115331456,-0.578166379,8.647,8.133,-0.967,10.33221826,5.151971208,-0.949952347,12.2220391,9.065384603,-0.355187209,11.07983372,9.249636094,-0.368423364
5.069833383,5.52430203,-0.525125539,7.391025774,3.861167549,-0.584689423,8.624,8.375,-0.967,10.52221154,5.517911762,-0.949972783,12.31382224,8.80534304,-0.35464343,11.12372172,9.092562222,-0.37453749
5.097245917,5.405642585,-0.522869413,7.33006665,3.75181586,-0.580753574,8.664,8.267,-0.967,10.46435805,5.508362284,-0.950084381,12.34484059,9.571204066,-0.361369824,11.17241874,9.210978119,-0.367761058
5.203173369,5.457044244,-0.522769643,7.25079638,3.969545968,-0.582291524,8.692,8.308,-0.966,10.47284289,5.519149637,-0.951426791,12.42481545,8.907194463,-0.364246538,11.10887566,9.138408041,-0.373220492
5.178265497,5.893364398,-0.521605509,7.217633863,3.923982888,-0.583210664,8.602,8.101,-0.966,10.42031854,5.739843845,-0.949507271,12.39834818,9.240398264,-0.360252182,11.15980393,9.530100497,-0.370783415
5.144609511,5.538458725,-0.521645906,7.364888191,4.170094748,-0.581607846,8.689,8.359,-0.966,10.57756698,5.57764061,-0.949943175,12.3517189,8.894030515,-0.354553512,11.34671667,9.129886492,-0.373003143
5.255315185,5.684092617,-0.524645777,7.400232807,4.096767034,-0.579121178,8.633,8.439,-0.966,10.49214059,5.884528117,-0.950432797,12.3143256,9.104978458,-0.356783744,11.28871247,9.131868021,-0.371084589
5.323112175,5.783468215,-0.52726417,7.418262943,4.276705699,-0.577569496,8.755,8.392,-0.966,10.60484462,5.701690299,-0.949804531,12.45848715,8.632793109,-0.359306912,11.33294687,9.373352806,-0.368801565
5.339464709,5.787653883,-0.52586107,7.496209498,4.157972613,-0.579370026,8.685,8.107,-0.965,10.44474537,5.547701083,-0.950525355,12.41152862,9.104979444,-0.361633266,11.34489787,9.168612854,-0.374102972
5.439040616,5.735346341,-0.528159522,7.601693476,4.005146219,-0.582118713,8.769,8.385,-0.966,10.62587024,5.702885902,-0.950260408,12.36643401,9.028396535,-0.350357032,11.23717332,9.105261993,-0.382024187
5.363123864,5.54296418,-0.528187919,7.396704028,4.170109206,-0.576606362,8.813,8.211,-0.965,10.45513824,5.493570078,-0.950643061,12.36720896,9.164260451,-0.347052749,11.29449227,9.365140549,-0.38124276
5.495386705,5.917040968,-0.532780508,7.544518548,4.108096565,-0.57984334,8.636,8.234,-0.965,10.53363957,5.468216931,-0.949978946,12.33105212,9.152000682,-0.347052681,11.20139995,9.121098049,-0.374818379
5.525793433,5.721164544,-0.533544624,7.603647555,3.925091635,-0.580594613,8.828,8.317,-0.965,10.66850998,5.563189063,-0.949881233,12.42162812,8.839827124,-0.346722182,11.27083066,9.223128605,-0.367959487
5.362062022,5.738162315,-0.5279634,7.591526877,4.176415551,-0.581929528,8.766,8.134,-0.966,10.58303975,5.53002193,-0.948971452,12.37467083,9.015537349,-0.356475429,11.3854396,9.42804966,-0.375618351
5.554133654,5.705532273,-0.532956241,7.592379493,4.201594435,-0.582270901,8.752,8.176,-0.965,10.60636973,5.839651136,-0.94950893,12.50917396,8.778124905,-0.3543852,11.30123234,9.290536054,-0.370833748
5.56701462,5.903573918,-0.533407651,7.527025284,4.327307707,-0.579658181,8.814,8.153,-0.966,10.55513997,5.260822114,-0.949387254,12.43985251,8.784389249,-0.360018628,11.41764745,9.182419578,-0.375507644
5.547941133,5.85508467,-0.534216449,7.645634067,4.190896066,-0.581123096,8.776,8.21,-0.966,10.73035732,5.518638454,-0.950559076,12.44725201,8.742985352,-0.357994638,11.41885564,9.238892873,-0.381403328
5.699712381,5.756264941,-0.536517145,7.697599719,4.356211682,-0.579903956,8.683,8.378,-0.965,10.69692421,5.744830854,-0.950370987,12.5151459,8.701314322,-0.347094635,11.40750971,9.455565222,-0.372144952
5.574447334,5.756748827,-0.53581934,7.661771128,4.138485363,-0.576412545,8.876,7.866,-0.965,10.66665545,5.616599279,-0.949555501,12.45426193,8.527370803,-0.344796862,11.28706506,8.907671173,-0.364139037
5.534790054,5.595857167,-0.536386421,7.690819756,4.240920095,-0.577999653,8.756,8.27,-0.964,10.62428379,5.767800849,-0.949039102,12.42471039,8.866959556,-0.351893757,11.43488875,9.226291267,-0.367743849
5.555125639,5.912598399,-0.537658501,7.859368355,4.025412221,-0.57864786,8.874,8.161,-0.965,10.70473563,5.48532098,-0.950218451,12.39324659,8.481383801,-0.347490789,11.46399048,9.729625646,-0.366862479
5.528069973,5.961702704,-0.535677424,7.629999315,4.164057523,-0.578094777,8.901,8.403,-0.965,10.66878448,5.635029605,-0.949834749,12.50628188,9.044364015,-0.343428937,11.41911045,9.512370888,-0.361274396
5.60541898,5.961651174,-0.533551706,7.343008103,4.009277593,-0.578442647,8.83,8.192,-0.965,10.62538248,5.37460199,-0.948095839,12.49169904,9.014043736,-0.35601411,11.37746248,9.326146984,-0.363254885
5.689362139,6.042930663,-0.531708705,7.723303133,4.105139242,-0.576305116,8.846,8.293,-0.965,10.73624728,5.540736126,-0.949287978,12.44104749,9.214878734,-0.364391229,11.42953917,9.666917507,-0.370667991
5.720806614,5.96723853,-0.537693905,7.85269565,4.210795021,-0.576754593,8.848,8.199,-0.965,10.73959538,5.886433573,-0.949637053,12.53116393,8.776476582,-0.353583926,11.587035,9.447760089,-0.373412445
5.823506862,5.948232285,-0.539608113,7.802457979,4.107649902,-0.574315186,8.924,8.492,-0.964,10.74910927,5.387292493,-0.949673585,12.56207412,8.778411452,-0.350682461,11.54496562,9.495587953,-0.369085298
5.819961667,5.841679351,-0.544195384,7.845004559,4.213514171,-0.571841275,8.989,8.327,-0.964,10.69937964,5.492247637,-0.94794512,12.50962898,8.648938497,-0.352907349,11.39628303,9.104335475,-0.36378435
5.862276986,6.19809494,-0.539304411,7.937898944,4.204018453,-0.57826171,8.874,8.354,-0.965,10.71327453,5.614378735,-0.950407632,12.54114664,8.812362965,-0.349168563,11.51296216,9.085896603,-0.365576856
5.896911547,5.961683138,-0.539579112,7.894428007,4.148656774,-0.573420792,8.848,8.472,-0.965,10.78348344,5.613455348,-0.949518185,12.64825612,8.809309347,-0.341973554,11.50122207,9.60291489,-0.360728185
5.866704464,6.016953071,-0.540244324,7.842718032,4.162353576,-0.574978525,8.878,8.383,-0.964,10.82060503,5.640780631,-0.948991554,12.59661093,9.145430795,-0.349425081,11.58163387,9.603125485,-0.366297694
5.805038646,6.218812021,-0.540805539,7.828714586,4.258584643,-0.571947384,8.833,8.455,-0.964,10.77910229,5.490683271,-0.948861166,12.57660219,8.815946873,-0.353007032,11.50942424,9.376907341,-0.360267826
5.934143782,6.005159346,-0.540414378,7.948735591,4.21114266,-0.573626457,8.919,8.419,-0.964,10.77175223,5.644060135,-0.94976942,12.53963605,9.356474996,-0.358505094,11.57925206,9.478496957,-0.363909326
5.795885101,5.892216778,-0.538126333,7.72521382,4.067839201,-0.566632236,8.858,8.327,-0.964,10.81440596,5.429492911,-0.948846019,12.55681482,8.711251815,-0.344841741,11.70250767,9.227217778,-0.354975115
5.971303865,6.147718589,-0.540877087,7.956004896,4.119164054,-0.569119717,8.818,8.607,-0.964,10.7305994,5.454706088,-0.949333777,12.57533532,9.14980371,-0.348987883,11.59185299,9.528883171,-0.356591629
6.002810776,5.96623346,-0.545671048,7.988106712,4.10226317,-0.572711683,9.02,8.143,-0.964,10.7522136,5.58979168,-0.949713624,12.52598098,8.910962145,-0.350631773,11.72843611,9.179587118,-0.361054021
6.041464403,6.055924662,-0.546748573,7.915507886,4.17643601,-0.570742111,8.966,8.375,-0.964,10.88895515,5.261281332,-0.948365152,12.62960801,8.937369013,-0.355795577,11.68714669,9.442028737,-0.359739088
6.080008224,6.236504078,-0.544427883,8.025908885,4.125664606,-0.570138983,8.915,8.308,-0.965,10.8506522,5.121318839,-0.947862175,12.59383863,9.027212342,-0.341635746,11.02584234,9.004182466,-0.660090716
6.033433601,6.061667943,-0.544190554,8.060040766,4.365016627,-0.56984702,9.042,8.457,-0.965,10.93023196,5.72326168,-0.946629136,12.65876144,8.798871899,-0.34730888,11.74459079,9.151082214,-0.863849018
6.091278687,6.26705881,-0.549392754,7.66840824,4.144968559,-0.564682518,8.974,8.41,-0.965,10.8952745,5.347778473,-0.948936966,12.64469332,9.141778445,-0.355416266,11.91102749,9.404730558,-0.905685153
6.09715873,6.294252197,-0.549211988,8.23906294,4.056033059,-0.57214545,9.009,8.191,-0.963,10.88038177,5.44319785,-0.948515898,12.65228388,9.494484615,-0.351636868,12.05162194,9.189620948,-0.925518164
6.065471426,6.121634984,-0.54547479,8.105490392,4.346556637,-0.566928069,8.947,8.546,-0.963,10.90777228,5.738448305,-0.946534084,12.64055312,8.998343388,-0.346654161,11.95350251,9.140077098,-0.936287846
6.041210428,6.078903858,-0.546396229,8.115792151,4.327217363,-0.567974573,9.05,8.394,-0.964,10.91931515,5.577847244,-0.947167239,12.54125223,9.464291159,-0.355297339,12.04108107,9.407571324,-0.942813497
6.092812896,6.139206934,-0.548591286,8.17922063,4.150120084,-0.564446665,8.993,8.647,-0.964,10.79157918,5.499300506,-0.946012387,12.59211552,8.668721771,-0.347680238,11.97191989,9.260188945,-0.948282339
6.228576064,6.360282977,-0.547606844,8.132526721,4.222239012,-0.56272086,9.052,8.551,-0.965,10.93163432,5.457066203,-0.945571578,12.60470003,8.992287262,-0.342877988,11.88040334,9.311860379,-0.950375002
6.243970782,6.200552209,-0.549601918,8.139580019,4.01431597,-0.562540183,8.962,8.246,-0.965,10.84497621,5.665115973,-0.946497237,12.67888761,9.218973899,-0.350018903,11.93134952,9.24389929,-0.953087749
6.172069386,6.280186955,-0.549682865,8.185811889,4.208357425,-0.565641134,9.046,8.102,-0.965,10.84322277,5.427866036,-0.948456549,12.69640249,8.596209176,-0.350713042,11.96543521,9.183651487,-0.954400966
6.242551148,6.28810885,-0.553654911,8.275134825,4.327549849,-0.565769309,9.099,8.433,-0.964,10.98954878,5.382870281,-0.949311155,12.5424296,8.883788117,-0.350709167,11.89790377,9.12309192,-0.955217835
6.382914543,6.231968149,-0.556767212,8.214874375,4.355615624,-0.566099642,9.148,8.478,-0.965,10.91325071,5.831510607,-0.949324548,12.65906325,8.601298404,-0.350475065,11.44512233,9.067122205,-0.954840645
6.244273797,6.378790991,-0.553378692,8.33027652,4.273504135,-0.564503574,9.088,8.269,-0.965,10.99084716,5.247381536,-0.948556025,12.64471492,9.14950548,-0.345358169,11.70148501,9.528993265,-0.948870026
6.2257213,6.167463136,-0.552560523,8.170648083,4.192651354,-0.563943123,9.079,8.431,-0.965,10.88092825,5.795803148,-0.946718699,12.70204362,8.804251456,-0.351259959,12.01052964,9.236769629,-0.950220207
6.29064092,6.370870777,-0.553372875,8.28010476,4.343291509,-0.561900356,9.141,8.506,-0.964,10.95294436,5.365252696,-0.948986211,12.59267327,9.017190274,-0.358128359,12.04622144,9.406724278,-0.954067651
6.349351808,6.286425002,-0.554775173,8.36308467,4.216305068,-0.565129317,9.134,8.255,-0.964,11.05362991,5.527614387,-0.948283334,12.7746183,8.774903488,-0.361052635,12.01028883,9.226217294,-0.956339944
6.426194191,6.31521999,-0.556083033,8.333238294,4.426685076,-0.561101494,9.069,8.443,-0.964,11.00579391,5.683030438,-0.947440711,12.81358802,8.916637715,-0.349089007,12.01814944,9.055898118,-0.958118189
6.318290591,6.335275944,-0.552128199,8.241964417,4.126523865,-0.555379614,9.089,8.498,-0.964,11.04157789,5.423116764,-0.946383726,12.69724306,8.921672916,-0.354998401,11.8143439,9.392654769,-0.958668312
6.339816496,6.176946799,-0.557559147,8.396836173,4.011905202,-0.55949637,9.148,8.517,-0.964,10.97440086,5.528831854,-0.947065525,12.74657398,8.4320834,-0.349669197,11.81921262,9.175600036,-0.959111877
6.535640076,6.53289144,-0.560509233,8.36333241,4.263558378,-0.557626951,9.113,8.322,-0.965,11.00186822,5.459887967,-0.948304657,12.78599414,8.952656595,-0.352353369,11.96628144,9.274801874,-0.958592545
6.483349532,6.126013001,-0.559161199,8.366345098,4.182942686,-0.556709789,9.212,8.506,-0.965,11.10125028,5.583592385,-0.948411263,12.77275738,9.052158014,-0.361146634,11.85046688,9.239355055,-0.959233519
6.403137103,6.256266427,-0.559537072,8.370456696,4.202166481,-0.558770124,9.078,8.495,-0.965,11.01267756,5.751310162,-0.948600654,12.81109026,8.646641707,-0.355743312,11.93672198,9.388758151,-0.959569419
6.508738711,6.401277335,-0.562954808,8.398532898,4.17039103,-0.558120176,9.042,8.498,-0.964,11.03360336,5.76896699,-0.947292989,12.77215075,8.920099012,-0.34597225,11.90804353,9.306732615,-0.960625103
6.564382315,6.451767389,-0.561313253,8.374640465,4.071739164,-0.556438081,9.205,8.41,-0.964,10.97437892,5.612686109,-0.947174974,12.772001,9.009503404,-0.354651295,11.88738501,9.482201656,-0.960204534
6.430524588,6.426898448,-0.563712964,8.536059503,4.504375948,-0.557346146,9.166,8.348,-0.964,10.97609738,5.328747196,-0.947400087,12.6269953,8.522656592,-0.347231212,11.9882651,9.394224524,-0.960497869
6.511040911,6.392813238,-0.561795874,8.461156138,4.338384238,-0.554997012,9.157,8.698,-0.963,11.11089636,5.348067869,-0.946959192,12.87449452,8.854177364,-0.350276242,11.9325828,8.926970673,-0.961258173
6.597775042,6.508579389,-0.564196495,8.609870234,4.159268195,-0.557401799,9.101,8.364,-0.963,11.015342,5.477691842,-0.948369749,12.81322649,8.996764731,-0.349442153,12.01115954,9.176427571,-0.961630553
6.44902055,6.44952298,-0.561403167,8.482413353,4.238918489,-0.555676839,9.141,8.435,-0.964,11.10582373,5.342768967,-0.947581368,12.8213506,9.137406675,-0.352731905,12.05345505,9.252783116,-0.961532332
6.604050785,6.481374335,-0.562450927,8.627263238,4.232512175,-0.554798428,9.222,8.408,-0.963,11.15105131,5.776686298,-0.947966951,12.76797011,9.09449567,-0.348933402,11.85368061,9.44533124,-0.961908584
6.620537609,6.591590412,-0.561969172,8.605548566,4.231658051,-0.552895209,9.197,8.817,-0.964,11.08315443,5.437197244,-0.947558345,12.7948319,9.011615245,-0.348279319,11.79311824,9.105504823,-0.961126741
6.635362774,6.496692117,-0.562539024,8.522075345,4.443651886,-0.550948489,9.295,8.834,-0.963,10.99662436,5.51163557,-0.946442304,12.81132546,8.924376814,-0.34688317,11.91974685,9.12617205,-0.961178767
6.658982068,6.383956194,-0.562917845,8.646103397,4.330802669,-0.554610823,9.186,8.218,-0.963,11.0163796,5.204540508,-0.945676446,12.86632657,8.503232638,-0.346172366,12.07224417,9.320684417,-0.96193783
6.625054836,6.435918101,-0.561787715,8.661784357,4.234081486,-0.552259791,9.283,8.602,-0.964,11.21850432,5.520579737,-0.947628262,12.86473191,9.056819407,-0.350153206,11.98896903,9.30484132,-0.961564066
6.706681922,6.486557412,-0.564870864,8.734024663,4.112708579,-0.551711511,9.246,8.677,-0.964,11.17014008,5.450894475,-0.947370131,12.91096026,8.876172066,-0.353660925,11.99448514,8.972375798,-0.961664639
6.68182008,6.445997318,-0.565981179,8.554869436,4.31762548,-0.547444595,9.164,8.525,-0.964,11.21652194,5.578827303,-0.945924476,12.83407226,8.664368089,-0.349290402,12.15305376,9.193643093,-0.962295519
6.692811236,6.605155826,-0.563927403,8.516739815,4.250591296,-0.545905927,9.244,8.708,-0.963,11.12441115,5.355851261,-0.946280078,12.83867612,8.940520477,-0.335619889,11.90064412,9.29359413,-0.962188847
6.844752789,6.454602122,-0.571552498,8.600169828,4.009963853,-0.54571325,9.274,8.618,-0.964,11.19225539,5.491193747,-0.947180502,12.83568209,8.9061644,-0.345449446,12.03617841,9.370956588,-0.962040631
6.753648996,6.499385945,-0.566323351,8.706568872,4.205316085,-0.548947288,9.285,8.614,-0.962,11.22835836,5.774616802,-0.94788205,12.88596693,8.573922316,-0.354779131,11.93888938,9.470070036,-0.961469254
6.62101534,6.544379123,-0.567334617,8.863244087,4.362921849,-0.548582494,9.263,8.482,-0.963,11.15424144,5.353600182,-0.948172131,12.84670189,8.876411661,-0.346788655,12.05730343,9.312343939,-0.961536203
6.661544502,6.557450811,-0.569564939,8.656795563,4.260512479,-0.542257807,9.291,8.48,-0.964,11.26704111,5.236882688,-0.949389681,12.83435017,8.677449036,-0.359185398,11.95118892,9.416590579,-0.961219683
6.665737182,6.76602548,-0.570174897,8.716730149,4.036974433,-0.5443778,9.273,8.731,-0.963,11.30542469,5.363108968,-0.946686604,12.92230958,8.735527603,-0.354909448,12.09900478,9.332450549,-0.9615591
6.911147386,6.546688724,-0.576953063,8.778562546,4.111524259,-0.543361049,9.46,8.499,-0.963,11.10121699,5.454269823,-0.946759582,12.7456654,8.567202886,-0.346309474,12.00289869,9.242968686,-0.961841837
6.917932734,6.514540704,-0.570326919,8.763451607,4.191415379,-0.542216586,9.372,8.633,-0.963,11.2635059,5.51298569,-0.947806056,12.87633941,9.335065659,-0.358862301,11.94324848,9.237884148,-0.961901823
6.850743189,6.616227055,-0.570358165,8.818165841,4.109855126,-0.540973279,9.353,8.497,-0.963,11.29102707,5.687515436,-0.948314186,12.83238015,8.734350753,-0.352810346,12.04301241,9.058564687,-0.962070731
7.022791266,6.561812631,-0.574679172,8.779216366,3.987158611,-0.543628079,9.421,8.676,-0.963,11.19820564,5.601475836,-0.946311587,12.84336054,8.751178789,-0.345288964,12.05095172,9.120089881,-0.962502306
6.882261336,6.594518002,-0.571822032,8.841670559,4.187635358,-0.541286703,9.395,8.326,-0.964,11.22628704,5.31947674,-0.946099056,12.97386771,8.729273748,-0.343600897,11.99445838,9.169303377,-0.962513676
6.885949939,6.791057825,-0.573204679,8.771365443,4.070656189,-0.536051521,9.418,8.791,-0.962,11.18358554,5.282911344,-0.946244869,13.01760632,8.843212557,-0.345318834,11.96030644,9.183335869,-0.963513939
6.850080743,6.729381323,-0.572752366,8.926945533,4.313398451,-0.538370796,9.365,8.758,-0.962,11.22367597,5.770123348,-0.945605668,12.98755777,8.902351292,-0.349175365,11.99284869,9.303956374,-0.964366963
6.929504961,6.676592239,-0.573080638,8.885766829,4.291674263,-0.535216143,9.384,8.55,-0.964,11.28420944,5.586862734,-0.946592204,12.98335451,8.920878561,-0.343420478,12.00190583,9.250940148,-0.963872675
7.003087595,6.696743695,-0.576828333,8.850536885,4.254318204,-0.535946698,9.387,8.64,-0.963,11.26439153,5.782450479,-0.94576334,12.9751437,8.57665449,-0.345419691,12.08003825,9.461176928,-0.964050598
6.939719886,6.597771883,-0.571905432,8.91904914,4.264021774,-0.53767466,9.388,8.8,-0.963,11.25079616,5.339890078,-0.947919586,12.92297664,8.798463488,-0.346328264,8.508477747,8.568950693,-0.579859019
7.104625165,6.676188429,-0.578462761,8.923975268,4.24253629,-0.535338065,9.395,8.422,-0.964,11.24338381,5.662601495,-0.946588337,13.00214863,8.943297863,-0.338462112,11.46953851,9.361556808,-0.332598418
7.024552584,6.683326681,-0.574675338,8.832231429,4.283176421,-0.531581517,9.415,8.699,-0.963,11.24675286,5.438580237,-0.947121611,13.0178889,8.512379169,-0.341614203,11.5867539,9.174753817,-0.286105438
6.980053633,6.674612387,-0.576139502,9.010494171,4.116920276,-0.535292791,9.431,8.63,-0.964,11.19469366,5.538080605,-0.945177286,12.89943382,8.576278631,-0.348323133,11.73515603,9.246456194,-0.313658831
6.895540148,6.69358174,-0.578005971,9.034750231,4.304753367,-0.533056055,9.367,8.654,-0.964,11.21200159,5.622290932,-0.944482567,13.05134138,8.716274699,-0.349892045,11.69296828,9.42283171,-0.322769011
7.097592652,6.742211103,-0.577320479,9.10842191,4.097679569,-0.53108851,9.444,8.57,-0.962,11.33159465,5.628716374,-0.945659324,13.08691868,8.553229292,-0.339883876,11.74478811,9.266435854,-0.332730319
7.104147419,6.985693264,-0.57723734,9.032846881,4.305536025,-0.530005117,9.387,8.586,-0.961,11.35198384,5.208620777,-0.944082004,13.11045709,8.681563218,-0.339511665,11.88101289,9.218403991,-0.347818742
7.094534099,6.594362219,-0.574207218,8.979089829,4.045675669,-0.525865461,9.399,8.878,-0.961,11.41313876,5.809995521,-0.945385483,12.97217503,8.65596784,-0.344317799,11.74574512,9.070066253,-0.347316095
7.034206018,6.706990226,-0.576777652,8.986641822,4.055137378,-0.529248136,9.396,8.427,-0.963,11.3602039,5.709426835,-0.944781401,13.1011205,8.663448707,-0.348859057,11.88678306,9.385069291,-0.355149833
7.067971334,6.995171332,-0.57344166,9.064495856,4.139972024,-0.52620628,9.423,8.372,-0.963,11.41094814,5.603542093,-0.946824454,12.98546621,8.585929227,-0.346937079,11.81386149,9.452194118,-0.360434914
7.170432404,6.786228546,-0.579978058,9.068927519,3.918693245,-0.524979703,9.456,8.557,-0.963,11.37755129,5.329339225,-0.945376465,13.12109825,9.09308811,-0.345455805,11.85990554,9.4980932,-0.35806321
7.075534821,6.814612325,-0.576751148,9.111440105,4.050568135,-0.52642954,9.471,8.684,-0.962,11.37516345,5.464413956,-0.945116249,13.07480165,8.605266444,-0.345216166,11.82462209,9.201197648,-0.354018822
7.256802246,6.827460074,-0.581392566,9.123711494,4.039429567,-0.526802476,9.335,8.727,-0.961,11.45677434,5.325252896,-0.946269902,13.01128265,8.65459408,-0.349263667,11.8641175,9.246929598,-0.349213558
7.10101822,6.803442303,-0.5776092,9.130900783,4.104379115,-0.521810499,9.462,8.872,-0.961,11.41053689,5.439301932,-0.948052229,13.08831209,8.589524261,-0.341647624,11.93641222,9.495684703,-0.348503823
7.363918692,6.879958153,-0.582589127,9.202275184,3.981834006,-0.523472065,9.416,8.638,-0.962,11.36258928,5.678611819,-0.947403419,12.98694575,8.796931529,-0.343118216,11.82921839,9.557605632,-0.345661921
7.151355267,6.962637965,-0.577350138,9.129634949,4.214974995,-0.521244407,9.419,8.94,-0.961,11.40918043,5.465176012,-0.945541547,13.01658112,8.549121896,-0.347137375,11.94227612,9.45809234,-0.359261843
7.302160636,6.964592306,-0.578937622,9.081316733,3.928905955,-0.520666997,9.665,8.743,-0.963,11.38489256,5.436464131,-0.945873678,13.0214403,8.659345587,-0.34036593,11.93739396,9.462448295,-0.352869016
7.301292151,6.916169937,-0.580909224,9.092896492,4.218559666,-0.519736196,9.553,8.514,-0.962,11.37978557,5.454644302,-0.945966617,12.98094705,8.661557126,-0.349738774,11.96237177,9.396537701,-0.351504255
7.250095949,6.88366731,-0.578945672,9.221450652,4.025381193,-0.519302459,9.543,8.581,-0.962,11.42335938,5.315456189,-0.945005334,13.09323022,9.04137884,-0.34925236,11.89698467,9.167291872,-0.356906638
7.219139129,6.919937483,-0.578822883,9.208649174,4.319774486,-0.518162155,9.529202849,8.7850432,-0.961853424,11.51921066,5.290267307,-0.946258858,12.99857369,8.843382597,-0.353778545,11.96638,9.768052983,-0.352003679
7.324854001,6.905214969,-0.581458785,9.159297512,4.145998998,-0.514297507,9.572159678,8.549949876,-0.962770218,11.37926219,5.662547871,-0.945053126,13.1710124,8.372622577,-0.353805688,11.8249208,9.353440324,-0.35055667
7.377053708,6.874735435,-0.585335284,9.315248797,3.984701183,-0.517331486,9.630064398,8.652335747,-0.961913152,11.49809656,5.437135804,-0.945702539,13.05686653,8.727184653,-0.351062401,11.91092753,9.588154403,-0.352124542
