Train SISNR,Test SISNR,Train CL Loss
-6.605682894587517,-1.3903958737850188,-0.5342511478811502
-2.008822899311781,0.016523529961705207,-0.5899786800146103
-1.066430610138923,0.8024888438483079,-0.6289191134274006
-0.5797924869693816,1.22296641767025,-0.6583987884223461
-0.136547782109119,1.7015239864587783,-0.6846829354763031
0.3855379440356046,2.023953619599342,-0.7142931148409843
0.654479565564543,2.3479183117548623,-0.7399710509926081
1.06298266351223,2.6969079335530597,-0.7620637621730566
1.254706820473075,2.723432896534602,-0.7843186222016811
1.484952688217163,3.0480068206787108,-0.7998812310397625
1.7641509994864464,3.1489513079325357,-0.8140494897961617
1.9936764165759087,3.3685577313105264,-0.827938124537468
2.3227476440370083,3.557620143890381,-0.8420484773814678
2.5037257075309753,3.9378438274065655,-0.8487592097371817
2.679880775511265,3.963583318392436,-0.8554740864783525
2.9941595643758774,4.2216743469238285,-0.8640007581561804
3.1009751856327057,4.355171008904775,-0.8681786432862282
3.303148277103901,4.603179228305817,-0.8722485210746527
3.466382175683975,4.806027662754059,-0.8767909426242113
3.654220625758171,4.813051168123881,-0.881220443174243
3.7966390922665596,4.896198153495789,-0.8835435304790735
3.8363120332360268,5.113177382946015,-0.8863551802933216
4.0266710594296455,5.237358514467875,-0.8904790710657835
4.096299849450588,5.182144657770793,-0.8916036542505026
4.038848869502544,5.331266697247823,-0.8921014443039894
4.3041830733418465,5.382882463932037,-0.8968343120068312
4.276561588048935,5.3884380976359045,-0.8968399539589882
4.426981367170811,5.447203000386556,-0.9002583120018244
4.455656863749027,5.562920892238617,-0.9009551666676998
4.579615205526352,5.602557051181793,-0.9044284969568253
4.646087966859341,5.739907439549764,-0.9053672831505537
4.654792532324791,5.715029013156891,-0.9056537598371506
4.797285616397858,5.769452198346456,-0.9078438691794872
4.831596285104752,5.827374211947123,-0.9095767010003328
4.85304432362318,5.9229780276616415,-0.9085272662341595
4.915597558021545,6.0097528060277305,-0.9120975062251091
4.976381286978722,5.81891782283783,-0.9131291657686234
5.112751618027687,6.098129304250081,-0.9143918082118034
5.060013189911842,5.977294031778971,-0.9152149092406034
5.128175318241119,6.083547902107239,-0.914645666256547
5.320189192891121,5.971949315071106,-0.9191173911094666
5.195528820157051,6.175470201174418,-0.9174752049148083
5.352096453309059,6.32045849164327,-0.9191354103386402
5.2720766961574554,6.324850138028463,-0.9189968537539244
5.332401990890503,6.5170753479003904,-0.9192672092467546
5.415443539619446,6.258332514762879,-0.9217902850359678
5.512349799275398,6.286754544576009,-0.922471072524786
5.4900743663311005,6.29152524471283,-0.9222935475409031
5.585031405091286,6.39876016775767,-0.9228572063148022
5.459771811962128,6.463067754109701,-0.9223098289221525
5.56176932156086,6.629326581954956,-0.9250416439026594
5.6116011291742325,6.477344481150309,-0.9237152189016342
5.5603636503219604,6.377513535817465,-0.9257341753691435
5.595497339963913,6.435640613238017,-0.9255285523831844
5.733752757310867,6.6172555685043335,-0.9258985929191113
5.763572037220001,6.644586245218913,-0.9264972768723965
5.780811995267868,6.607671499252319,-0.9270742442458868
5.822117835283279,6.5924001932144165,-0.927430797368288
5.7077606767416,6.678530542055766,-0.9258256983011961
5.755935981869698,6.504125126202902,-0.9274902623146772
5.760084301233292,6.6456489086151125,-0.9272700808942318
5.8058179169893265,6.468345459302267,-0.9286606907844543
5.863744139671326,6.647591972351075,-0.9291847907006741
5.998404577374458,6.769052362442016,-0.9307864904403687
5.933449283242226,6.898830978075663,-0.9299721270799637
6.053163781762123,6.514469114939372,-0.932330658659339
6.039112910628319,6.603518565495809,-0.9309861566871405
6.056944593787193,6.739920202891032,-0.9320385903120041
6.051271811127663,6.561216656366984,-0.9313590843230486
6.0467351377010345,6.628500692049662,-0.9318921938538551
6.047417163848877,6.8308380762736,-0.9312100484967232
6.043618440628052,6.789017327626547,-0.9321919642388821
6.07000657916069,6.825350244839986,-0.9331800304353237
6.208313599228859,6.754179342587789,-0.9342610575258732
6.13946034014225,6.948688538869222,-0.9329586531966925
6.291698977351189,6.886753869056702,-0.9336825162172318
6.200282245874405,6.867771967252096,-0.9338182471692562
6.134058639407158,6.846449446678162,-0.9338996801525354
6.160292908549309,6.831442777315775,-0.9348804783076048
6.350369438529015,6.75669899781545,-0.93577029556036
6.2754315584897995,6.6903586705525715,-0.9353853855282068
6.307563066482544,6.835663580894471,-0.934921296313405
6.22507056593895,7.092158023516337,-0.935258686542511
6.382521033287048,6.931106209754944,-0.9362777695059776
6.39508293569088,6.995530756314595,-0.9360220413655043
6.401584640145302,6.870582962036133,-0.9365846645087004
6.377208203077316,6.970790052413941,-0.9361062813550234
6.374658465385437,6.943391466140747,-0.9358762670308352
6.375034302473068,6.800833455721537,-0.9360903576016426
6.543338760733604,7.166389115651449,-0.9375106282532215
6.534618049860001,6.841866612434387,-0.9373067189007998
6.46383598446846,6.7981431722640995,-0.9378980174660683
6.520614966750145,7.012170052528381,-0.9379411935806274
6.405358329415321,6.833618799845378,-0.9367636758834124
6.566860675811768,6.979414590199789,-0.9378727078437805
6.507357701659203,7.02273645401001,-0.9378006346523762
6.550425142049789,7.032439390818278,-0.938987884670496
6.598338916897774,6.992868407567342,-0.939226733520627
6.57172517478466,6.994847353299459,-0.9396156948059797
6.622174829244614,7.0782236417134605,-0.9395952597260475
6.631268084049225,7.002104783058167,-0.9411254413425922
6.669764429330826,7.2290722290674845,-0.9410017281770706
6.631058111786842,6.9805801709493,-0.9416242204606533
6.690806105732918,7.06399126847585,-0.9407951924949884
6.719903737306595,7.121163439750672,-0.9417455978691578
6.672018378973007,7.06034422715505,-0.9417462442070246
6.6544604152441025,7.037125380833944,-0.9420883934944868
6.7256118804216385,7.16223402818044,-0.9443641826510429
6.821427509188652,6.997615512212118,-0.9441493172198534
6.831529140472412,7.112181027730306,-0.944814408197999
6.761359632015228,7.1106426080067955,-0.9441781546920538
6.888858363032341,7.090874536832174,-0.9452510327100754
6.836912378668785,7.155716975529988,-0.9455438014119864
6.759096160531044,7.26539584795634,-0.9448178727179766
6.954873949289322,7.275581423441569,-0.9467740785330534
6.8234433233737946,7.009673221906026,-0.9464991465210915
6.834046885371208,7.068102780977885,-0.9474530685693026
6.931794539093971,7.107886910438538,-0.9476914647966623
6.873354449868202,7.021589835484822,-0.9488292001187801
6.902610391378403,7.1470518986384075,-0.949603047221899
7.106535345315933,7.13529942035675,-0.9500486776232719
7.0153990387916565,6.938648136456807,-0.9503570199012756
7.00730887055397,7.187056128184,-0.950797013938427
6.9684551656246185,7.143319423993429,-0.9518992267549038
6.918385729193687,7.226843539873759,-0.9522136338055134
7.088415861129761,7.130886356035869,-0.9531747009605169
7.1348074823617935,7.113976001739502,-0.953979542478919
6.954150006175041,7.068844429651896,-0.9543392024934292
7.089503899216652,7.092650453249614,-0.9547461811453104
7.140983283519745,7.066888411839803,-0.955204313620925
7.046815052628517,7.087382213274638,-0.9550666958093643
7.10688516497612,7.104633275667826,-0.9542814306914806
7.173349350690842,7.263504060109456,-0.956360349431634
7.083012655377388,7.247202332814535,-0.9558079522103071
7.173374712467194,7.103816016515096,-0.956313656643033
7.218538045883179,7.3230072100957235,-0.9570757243782282
7.144317701458931,7.091068633397421,-0.9565848112106323
7.255172923207283,7.157822060585022,-0.9565108753740788
7.159125924110413,7.253096667925517,-0.9561599940061569
7.311943516135216,7.507914662361145,-0.9560588840395212
7.475650504231453,6.8504101673762,-0.9577670991420746
7.325931966304779,7.300213241577149,-0.9570746831595898
7.394668787717819,7.352763168017069,-0.9578197803348303
7.329717725515366,7.169785841306051,-0.9574708063155413
7.432663112878799,7.365932981173198,-0.957443043589592
7.392179653048515,7.3447796901067095,-0.958394069224596
7.59073480963707,7.567565560340881,-0.9583641812205315
7.478016763925552,7.284550555547079,-0.9582858737558126
7.521376416087151,7.352379592259725,-0.9576402511447668
7.479485213756561,7.574689865112305,-0.9566953163594007
7.467327699065208,7.550028538703918,-0.9566308706998825
7.628860160708427,7.517777752876282,-0.9578441251069307
7.601102441549301,7.423713938395182,-0.9572013970464468
7.59459662437439,7.624120672543843,-0.9577183444052935
7.667447924613953,7.479088219006856,-0.9582454562187195
7.623071610927582,7.650025995572408,-0.9587760828435421
7.6891686618328094,7.6624984502792355,-0.9587006196379662
7.721203967928886,7.5987573305765785,-0.9583582393825054
7.733235850930214,7.688025705019633,-0.9582156520336866
7.749324783682823,7.573050220807393,-0.9593135975301266
7.754097014665604,7.53954488436381,-0.9578984528779984
7.854790508747101,7.529469188054403,-0.9589933957904577
7.836288556456566,7.663538400332133,-0.9581058025360107
7.844771787524223,7.64413046836853,-0.9587713647633791
7.777028039097786,7.623661136627197,-0.9580539278686047
7.7619799971580505,7.627773300806681,-0.958173468708992
7.878397732973099,7.635768167177836,-0.9567783009260893
7.752612888813019,7.547398789723714,-0.9579309374094009
7.978560999035835,7.806428790092468,-0.9587443098425865
7.911842301487923,7.799990510940551,-0.9584863353520632
7.992645487189293,7.7356318712234495,-0.9586707651615143
7.917232543230057,7.646783987681071,-0.9588303100317717
7.989808827638626,7.803235228856405,-0.9585874248296022
7.99150750041008,7.785543394088745,-0.9574804194271564
7.917607098817825,7.865766350428263,-0.957535058259964
8.068710744380951,7.791804989178975,-0.9581542909145355
8.062734737992287,7.880507111549377,-0.9582728426903486
8.143563866615295,7.72770520846049,-0.9588978867977858
7.96973817050457,8.017387040456136,-0.9589111991226673
8.066859379410744,7.767261497179667,-0.9583104625344276
8.155663713812828,7.817381493250529,-0.959088334813714
7.9736858159303665,7.898935461044312,-0.9587029777467251
8.148709833621979,7.937023687362671,-0.9586874917149544
8.114512518048286,7.805612905820211,-0.9583930168300867
8.105424985289574,7.911295588811239,-0.957998014986515
8.227604791522026,7.715314364433288,-0.9586436152458191
8.140226975083351,8.101389749844868,-0.9576351027935743
8.197383970022202,8.053933835029602,-0.9577160999178886
8.219963878393173,7.983618410428365,-0.9584667459130287
8.335698693990707,7.999974290529887,-0.9577988348901272
8.275889098644257,7.784895173708597,-0.9575607068836689
8.273818105459213,7.914813272158304,-0.9577851481735706
8.307784110307693,7.8577626546223955,-0.9586170259863138
8.276400595903397,8.27852373123169,-0.958139767870307
8.30818521976471,8.039222089449565,-0.9594521466642618
8.332877278327942,8.157289052009583,-0.958942573517561
8.39880558848381,8.453457323710124,-0.9583901725709438
8.383500933647156,7.919116449356079,-0.9583812076598406
8.340772777795792,8.000920565923055,-0.9575611129403114
8.365033134818077,8.201649729410807,-0.9569260589778423
8.46491102874279,8.212181647618612,-0.9581003542989492
8.35346694290638,8.216007749239603,-0.9584214258939028
8.49933847784996,7.943409633636475,-0.9576785154640675
8.482192069292068,8.313374010721843,-0.9576334152370691
8.428540840744972,8.085956780115763,-0.958237687125802
8.416566520929337,8.211589996019999,-0.9582761488854885
8.499808013439178,8.191004745165507,-0.9580893889069557
8.320818290114403,8.091932574907938,-0.9573134798556566
8.57882696390152,8.130421678225199,-0.9572172984480858
8.657039672136307,8.203949014345804,-0.958708330988884
8.540715366601944,8.158972875277202,-0.9584700558334589
8.544372111558914,7.991613475481669,-0.9576918445527554
8.615884274244308,7.978480331103007,-0.9582687597721815
8.480818420648575,8.278974342346192,-0.9570195935666561
8.605987921357155,8.335545921325684,-0.9579352159053087
8.489179447293282,8.238049991925557,-0.9579303693026304
8.574142724275589,8.14208652973175,-0.9582349322736263
8.566901758313179,8.220051908493042,-0.9569628611207008
8.613608419895172,8.260248692830404,-0.9576276820152998
8.692691802978516,8.153179907798767,-0.9585095569491386
8.648934110999107,8.433726771672566,-0.9578568320721388
8.667520925402641,8.280570260683696,-0.9582534115761518
8.679243087768555,8.470557459195454,-0.9581884201616049
8.607221841812134,8.188459094365438,-0.9575237911194563
8.711198627948761,8.203402789433797,-0.957455612719059
8.600340560078621,8.542801070213319,-0.9560247305780649
