Train SISNR,Test SISNR,Train CL Loss,epoch
-7.245272361,-1.007100446,-0.54180003,1
-1.87214233,0.490148959,-0.60139372,2
-0.693478211,1.110597563,-0.646560794,3
-0.042701461,1.858066704,-0.686065277,4
0.480778949,2.137937503,-0.715328714,5
0.703123569,2.380128809,-0.738706376,6
1.072016919,2.716015164,-0.762095781,7
1.369591771,2.87774149,-0.788198058,8
1.665211007,3.090688034,-0.803970832,9
1.985427994,3.398132606,-0.821578076,10
2.11163995,3.556507822,-0.831625951,11
2.410992797,3.713512437,-0.846219435,12
2.599685788,3.9528754,-0.857333302,13
2.93282681,4.265038637,-0.866961943,14
2.985289134,4.304285566,-0.873088563,15
3.228876814,4.434817358,-0.878637912,16
3.373862959,4.608248067,-0.883256605,17
3.552960843,4.747555725,-0.888851045,18
3.731706619,4.869141507,-0.894877406,19
3.708749905,4.966580637,-0.895853072,20
3.973884195,5.10217454,-0.899760554,21
3.964031622,5.178598976,-0.901635621,22
4.140446417,5.389488149,-0.906629881,23
4.16629605,5.225058369,-0.908254428,24
4.219159231,5.379493133,-0.910289928,25
4.393696509,5.280089366,-0.91355335,26
4.377295591,5.471203597,-0.91381699,27
4.470358156,5.394881694,-0.915578729,28
4.57208012,5.512529651,-0.918477578,29
4.697773874,5.555859816,-0.920846922,30
4.680814654,5.732775036,-0.921969473,31
4.764016613,5.837890752,-0.922943704,32
4.787889421,5.646869397,-0.923691308,33
4.897619262,5.945817486,-0.925094541,34
5.032336369,5.91616598,-0.928648971,35
4.974226281,5.869554591,-0.928034123,36
4.954738796,5.946481514,-0.928144211,37
5.006991163,5.894262409,-0.928272218,38
5.18522428,5.952776726,-0.929724168,39
5.06803824,6.008919835,-0.930716801,40
5.201381281,5.948859493,-0.931802735,41
5.164290637,6.064870238,-0.933073141,42
5.248024672,6.142977126,-0.932687342,43
5.391712844,6.107601563,-0.934143087,44
5.366158336,6.293267949,-0.935196063,45
5.253111765,6.205216177,-0.934373502,46
5.347431496,6.196634785,-0.93479073,47
5.434224263,6.219017283,-0.935938165,48
5.460182339,6.210254471,-0.935907677,49
5.383555889,6.34383113,-0.936283547,50
3.355876541,5.83204573,-0.821307912,51
5.032374695,5.948422408,-0.78600168,52
5.362076625,6.527595949,-0.785892913,53
5.665381908,6.407676959,-0.78082324,54
5.774237365,6.461343996,-0.769640552,55
5.886085123,6.666428383,-0.76040454,56
5.948371232,6.660040649,-0.749100724,57
6.116240084,6.742690309,-0.743707053,58
6.378439739,6.845832976,-0.739608837,59
6.45010303,6.717409897,-0.728649508,60
6.480873749,6.918883864,-0.721989579,61
6.598955244,6.984911545,-0.714386538,62
