Train SISNR,Test SISNR,Train CL Loss,epoch
-7.664001815,-0.932243728,-0.441696145,1
-1.672467764,0.453408916,-0.544715577,2
-0.802878083,1.242600661,-0.599994145,3
-0.330976475,1.493935955,-0.632636812,4
0.025110592,2.001010402,-0.659881163,5
0.536552375,2.41634979,-0.687972356,6
0.802973351,2.43506466,-0.71318735,7
1.066615454,2.655883234,-0.732053651,8
1.294278885,2.848722571,-0.749728035,9
1.580100335,3.27344437,-0.768983347,10
1.803864926,3.401675727,-0.785682285,11
2.103676058,3.600220577,-0.80246597,12
2.286767904,3.782639996,-0.814582113,13
2.552656788,3.862771281,-0.828206578,14
2.734242912,4.072468046,-0.840064179,15
2.927943774,4.331301904,-0.849738507,16
3.115576386,4.340025377,-0.857892765,17
3.347405471,4.579727213,-0.864276117,18
3.463353209,4.703474534,-0.87138563,19
3.637249775,4.819217865,-0.877712028,20
3.775833651,4.971362642,-0.884354275,21
3.835389294,5.023720515,-0.885396963,22
4.023024008,5.259604808,-0.891523508,23
4.125335671,5.32118361,-0.894758424,24
4.210065834,5.341050152,-0.899219051,25
4.374555454,5.392765307,-0.903429557,26
4.486433513,5.418079817,-0.905207077,27
4.428075567,5.480010549,-0.90625078,28
4.587346055,5.533472812,-0.910785237,29
4.709324971,5.811704969,-0.913887817,30
4.704044893,5.930807432,-0.915956561,31
4.667201743,5.866369994,-0.915515922,32
4.817608744,5.9054245,-0.918484116,33
4.81737791,5.876792789,-0.920786429,34
4.985701963,5.909345031,-0.921820084,35
5.037186414,5.915392145,-0.923492694,36
5.036027059,5.957337737,-0.923064569,37
4.999617815,6.094261114,-0.923806751,38
5.167076647,6.12789557,-0.925818959,39
5.156574711,6.135269292,-0.926538814,40
5.255837798,6.156200226,-0.928341161,41
5.208813593,6.199842143,-0.928535784,42
5.305148721,6.206337341,-0.929910809,43
5.326899141,6.336590727,-0.92943605,44
5.431080759,6.296358554,-0.930481931,45
5.426192224,6.366664259,-0.931092203,46
5.457631856,6.410089501,-0.931653075,47
5.44298631,6.368389336,-0.931653822,48
5.557756752,6.362012704,-0.932964977,49
5.491131112,6.393142017,-0.932701252,50
5.552729905,6.425531856,-0.933022745,51
5.530795649,6.385676328,-0.932301508,52
5.635099858,6.552341676,-0.934018604,53
5.799548611,6.425776593,-0.934456458,54
5.773446873,6.506736883,-0.935648132,55
5.799956426,6.586968597,-0.934891613,56
5.787367269,6.424756527,-0.934803052,57
5.728554413,6.309916306,-0.934350422,58
5.784191534,6.610544848,-0.934611838,59
5.81460835,6.562043595,-0.93556362,60
5.895127967,6.707361356,-0.936295466,61
5.860277161,6.634772213,-0.935614085,62
5.963807791,6.839724755,-0.936069934,63
5.931127653,6.627341207,-0.93582386,64
5.999984503,6.60381852,-0.935626084,65
6.01436919,6.663536501,-0.936987562,66
6.076324359,6.76946431,-0.936412325,67
6.154175714,6.658444619,-0.93627106,68
6.058132008,6.818191083,-0.937424213,69
6.201417655,6.855889352,-0.937180204,70
6.180159718,6.568450427,-0.937163629,71
6.12403293,6.883685589,-0.937111901,72
6.063168809,6.876259629,-0.935901044,73
6.194774866,6.772411036,-0.93736792,74
6.22965011,6.782741698,-0.937353021,75
6.17191273,6.770560424,-0.936462462,76
6.205819249,6.771440117,-0.936855609,77
6.202991903,6.71655554,-0.936371058,78
6.314775109,6.856844854,-0.937324762,79
6.310913369,6.79210341,-0.936937172,80
6.221949562,6.857512712,-0.936393412,81
6.222796127,6.760176516,-0.93724809,82
6.325205833,7.054625312,-0.937606305,83
6.308884427,6.727995507,-0.937638398,84
6.391614169,6.978378518,-0.937421959,85
6.455637395,6.719308917,-0.938038293,86
6.462053671,6.940725144,-0.938317606,87
6.45314455,6.688582142,-0.937482495,88
6.401260063,6.817560013,-0.937366197,89
6.49432759,6.846898063,-0.938845905,90
6.518014714,6.940298216,-0.938095,91
6.473563716,6.899165901,-0.937565422,92
6.558295012,6.818691166,-0.938512612,93
6.512433708,6.982130257,-0.938120142,94
6.66844961,6.814007235,-0.938532216,95
6.615106359,6.923018702,-0.938889848,96
